Id,MS SubClass,Lot Area,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Total Bsmt SF,Gr Liv Area,Bedroom AbvGr,Kitchen AbvGr,TotRms AbvGrd,Enclosed Porch,Screen Porch,Garage Area,Mas Vnr Area,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_Greens,Neighborhood_IDOTRR,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Kitchen Qual_Fa,Kitchen Qual_Gd,Kitchen Qual_TA,Exter Qual_Fa,Exter Qual_Gd,Exter Qual_TA,Bsmt Exposure_Gd,Bsmt Exposure_Mn,Bsmt Exposure_No
1367,20,8235,5,7,1955,1995,825.0,825,2,1,4,0,0,720.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1
580,60,11700,6,6,1968,1968,727.0,1556,4,1,8,0,0,441.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
341,60,12961,6,5,1993,1994,1152.0,1797,3,1,7,0,0,616.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
26,20,8450,5,6,1968,1968,1056.0,1056,3,1,6,184,0,304.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
2667,75,22950,10,9,1892,1993,1107.0,3608,4,1,12,0,410,840.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
2884,120,5748,8,5,2005,2006,1573.0,1778,2,1,5,0,153,495.0,473.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
28,20,10500,4,5,1971,1971,864.0,864,3,1,5,0,0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
531,20,7500,7,5,2004,2005,1221.0,1221,2,1,6,0,0,400.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
2189,40,10042,6,8,1920,1995,660.0,865,2,1,4,84,0,216.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
2508,160,2544,7,5,2005,2005,600.0,1223,2,1,4,0,0,480.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
573,160,3768,7,5,1999,1999,691.0,1452,3,1,6,0,0,506.0,218.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
1363,50,10320,5,6,1915,1978,880.0,1308,2,1,6,117,0,400.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
487,80,9734,7,5,2004,2004,384.0,1374,3,1,7,0,0,400.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
1083,120,3182,7,5,2005,2006,1346.0,1504,2,1,7,0,0,437.0,14.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
1620,80,8872,6,5,1997,1997,384.0,1384,3,1,7,0,0,390.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
1929,20,12198,5,6,1955,1975,1204.0,1411,3,1,7,0,0,310.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2177,90,9555,5,6,1979,1979,0.0,2233,5,2,11,0,0,579.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2144,20,7200,4,8,1972,2006,385.0,875,3,1,5,0,0,728.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
2697,190,6780,6,8,1935,1982,520.0,754,2,1,5,0,0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1403,20,53227,4,6,1954,1994,1364.0,1663,2,1,6,0,0,529.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
596,20,9100,5,6,1965,1965,925.0,925,2,1,5,0,0,429.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
922,50,9600,5,7,1940,1950,728.0,1308,2,1,7,0,0,256.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
1710,60,14277,8,5,2003,2003,1317.0,2385,3,1,7,0,0,818.0,280.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
1034,90,9000,5,5,1974,1974,896.0,1792,4,2,8,0,0,480.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
1057,20,13693,8,5,2007,2007,2418.0,2464,4,1,9,0,0,650.0,554.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
470,120,3635,7,5,2007,2007,1386.0,1569,1,1,7,0,0,660.0,130.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
819,20,10933,9,5,2009,2009,1555.0,1680,1,1,8,0,0,1138.0,242.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2160,20,8450,7,5,2003,2003,1337.0,1337,3,1,6,0,0,531.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
2552,30,8550,6,8,1934,1950,816.0,816,2,1,4,40,0,240.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
41,20,12182,7,5,2005,2005,1541.0,1541,3,1,7,0,0,532.0,226.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
742,50,6120,4,7,1935,1995,884.0,1573,3,1,6,54,120,240.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
686,50,10800,4,7,1949,1996,832.0,1461,4,1,6,0,0,384.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
314,90,12760,6,5,1976,1976,1958.0,2048,5,2,9,0,0,776.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
1630,60,7655,6,5,1993,1994,903.0,1642,3,1,7,0,0,392.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
191,70,10560,6,7,1922,1994,738.0,1470,2,1,6,0,0,624.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1
1626,60,7500,6,5,1999,2003,938.0,2299,5,1,7,0,0,482.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
59,60,9505,7,5,2001,2001,884.0,2035,3,1,8,0,0,434.0,180.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
2632,85,10205,5,5,1962,1962,925.0,999,3,1,6,0,0,300.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1835,120,4379,8,5,2004,2004,1378.0,1378,2,1,6,0,0,540.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
2675,190,7800,5,7,1939,1950,793.0,1118,3,1,5,0,271,410.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0
1503,90,12108,4,4,1955,1955,1440.0,1440,4,2,8,0,0,0.0,270.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
1963,20,7000,5,7,1960,2002,1010.0,1134,2,1,6,0,0,254.0,45.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
1352,50,13053,6,7,1923,2000,833.0,1848,4,1,8,0,220,370.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
1305,20,6000,4,7,1954,2000,901.0,901,2,1,4,0,0,281.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1
2014,50,6240,6,5,1938,1950,861.0,1409,3,1,6,84,0,528.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
1,20,31770,6,5,1960,1960,1080.0,1656,3,1,7,0,0,528.0,112.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
1052,60,12474,10,5,2007,2008,1682.0,2332,3,1,9,0,0,846.0,272.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
622,20,9600,5,7,1950,2007,1113.0,1113,3,1,5,120,0,264.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
913,30,8574,6,8,1916,2000,816.0,1232,3,1,6,180,0,440.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
1058,20,14418,9,5,2007,2007,1950.0,1950,2,1,7,0,0,706.0,480.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2348,20,10400,7,5,1988,1988,1845.0,1872,3,1,6,0,0,604.0,102.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1527,50,15564,6,6,1914,1995,676.0,1264,3,1,6,0,0,400.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
1011,60,13543,8,5,2005,2005,1168.0,2500,5,1,9,0,0,683.0,130.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
1332,45,6130,5,6,1924,1950,784.0,784,2,1,5,116,0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
709,30,5925,2,4,1940,1950,0.0,612,1,1,4,25,0,308.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
209,70,24090,7,7,1940,1950,1032.0,2403,4,1,10,318,0,349.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
619,20,9600,6,5,1953,1953,1416.0,1644,3,1,7,0,0,418.0,238.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
2150,60,8158,7,5,2002,2002,860.0,1729,3,1,7,0,0,542.0,214.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
2839,20,8172,5,7,1955,1990,864.0,864,2,1,5,0,0,572.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
1242,20,9000,6,5,1956,1956,1196.0,1196,2,1,6,0,0,297.0,74.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
799,70,9084,4,5,1940,1950,755.0,1510,4,1,7,0,0,296.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
1260,190,10800,4,7,1900,2000,0.0,1294,3,2,7,210,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
2107,20,8556,7,5,2006,2006,1240.0,1240,2,1,5,0,0,826.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1911,90,8668,5,5,1968,1968,1560.0,1560,4,2,8,0,0,792.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
896,20,11767,5,5,1950,1950,1078.0,1368,3,1,6,211,0,195.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
272,20,8400,7,5,2004,2005,1473.0,1484,3,1,7,0,0,606.0,109.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2521,120,3874,8,5,1980,1980,1226.0,1226,1,1,4,0,0,484.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
2324,20,8076,6,6,1993,1994,1160.0,1169,3,1,6,0,144,402.0,112.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
1953,80,10090,7,5,1963,1999,725.0,1651,4,1,6,0,165,276.0,364.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
887,20,8877,4,6,1938,1958,816.0,816,2,1,3,0,0,288.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
1479,20,11058,7,6,2007,2007,1564.0,1564,3,1,6,0,0,814.0,212.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
1317,190,10800,6,7,1905,2000,482.0,1912,3,2,7,212,0,672.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1
1750,20,10936,7,5,2006,2006,1510.0,1525,3,1,6,0,0,534.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2815,60,8461,6,5,2005,2006,728.0,1456,3,1,8,0,0,390.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
2692,70,7518,5,8,1910,2004,396.0,1330,3,1,7,45,0,390.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
1090,60,8010,7,5,2002,2003,840.0,1720,3,1,7,0,0,400.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
1912,85,10050,5,6,1966,1966,793.0,1280,3,1,6,0,0,432.0,87.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1634,120,4740,8,5,1988,1988,1166.0,1179,2,1,5,0,135,480.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0
1974,30,6978,5,7,1926,1980,850.0,960,2,1,5,116,0,576.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1
1764,20,11400,10,5,2001,2002,2633.0,2633,2,1,8,0,0,804.0,705.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
634,20,9240,6,8,1959,1998,988.0,988,3,1,6,0,0,297.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
1683,120,2304,7,7,1978,1978,1061.0,1055,2,1,4,0,0,319.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
2199,30,7223,5,5,1926,1950,1290.0,1422,3,1,6,64,0,352.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
1018,20,12680,7,6,1988,1988,1675.0,1688,2,1,6,0,141,528.0,102.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
14,20,10176,7,5,1990,1990,1300.0,1341,2,1,5,0,0,506.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
2782,80,10780,5,5,1976,1976,911.0,954,3,1,6,0,0,576.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2626,90,8544,3,4,1949,1950,0.0,1040,2,2,6,0,0,400.0,340.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1175,60,10646,7,5,2001,2001,858.0,1789,3,1,7,0,0,546.0,513.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1
1232,20,8400,6,9,1962,2005,1319.0,1537,3,1,7,0,0,462.0,237.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
2590,20,15428,5,6,1951,1991,884.0,884,2,1,4,0,195,270.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
2463,20,11216,8,5,2006,2006,1489.0,1489,3,1,7,0,0,776.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
2358,20,10140,6,6,1974,1999,1040.0,1309,3,1,5,0,0,484.0,99.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
2911,160,3964,6,4,1973,1973,942.0,2521,5,1,10,0,0,576.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
1699,20,11428,8,5,2006,2006,1626.0,1634,3,1,7,0,0,866.0,248.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
115,60,10421,7,5,1988,1988,980.0,1714,3,1,7,156,0,496.0,42.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
1998,75,13500,7,8,1879,1987,819.0,2454,3,1,8,150,0,576.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1
589,20,9000,6,5,1969,1969,1216.0,1216,3,1,5,0,0,336.0,200.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1641,20,8089,8,6,2007,2007,1419.0,1419,2,1,7,0,0,567.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
2821,90,9400,6,5,1975,1975,945.0,980,4,0,4,0,0,0.0,250.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
1846,160,2117,6,5,2000,2000,756.0,1573,3,1,4,0,0,440.0,216.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
1805,60,10625,6,5,2004,2004,1158.0,2443,4,1,9,0,0,744.0,353.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
1853,60,8413,8,5,1998,1998,1220.0,2362,3,1,8,36,144,1105.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
1321,75,13500,10,9,1893,2000,1237.0,2775,3,1,9,0,0,880.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
1771,60,9950,7,5,1995,1995,1203.0,2520,4,1,9,0,0,721.0,290.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
2684,30,6000,5,7,1921,1950,616.0,616,2,1,4,129,0,205.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
13,60,8402,6,5,1998,1998,789.0,1465,3,1,7,0,0,393.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
445,20,10655,8,5,2003,2004,3206.0,1629,3,1,7,0,0,880.0,296.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
1914,20,10150,5,5,1958,1958,912.0,912,2,1,5,0,0,275.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
2811,20,10084,7,5,2005,2006,1552.0,1552,3,1,7,0,0,782.0,196.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
850,20,16285,7,5,2001,2002,1413.0,1430,3,1,6,0,0,605.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
1844,160,3230,6,5,1999,1999,729.0,1458,2,1,5,0,0,440.0,1129.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1
2225,20,21579,6,6,1968,1968,1488.0,1488,3,1,7,216,0,552.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
1477,60,8320,7,5,2004,2004,770.0,1582,3,1,6,0,0,520.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
399,20,6960,4,6,1970,1970,864.0,864,3,1,5,0,0,660.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
2431,60,21930,5,5,2005,2005,732.0,1838,4,1,7,0,0,372.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
1605,20,6600,5,9,1982,2008,816.0,816,3,1,5,0,0,264.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
897,50,8405,4,3,1945,1950,0.0,1529,4,1,9,185,0,240.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1426,20,11778,9,5,2008,2008,2271.0,2276,3,1,7,70,255,1348.0,554.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2240,30,8967,5,2,1920,1950,961.0,1077,2,1,6,0,0,338.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
1706,60,10562,8,5,2007,2007,1582.0,2161,3,1,8,0,0,789.0,300.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
2252,20,12864,7,5,2002,2002,1409.0,1409,1,1,4,0,145,576.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
1136,20,13695,5,5,2004,2004,1114.0,1114,3,1,6,0,0,576.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1
1877,20,10289,5,7,1965,1965,1073.0,1073,3,1,6,0,0,515.0,168.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
424,20,15431,10,5,2008,2008,3094.0,2402,2,1,10,0,170,672.0,200.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2750,90,9069,6,8,1993,1993,1344.0,1440,2,2,8,0,0,920.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
1016,20,47280,6,5,1950,1950,1488.0,1488,3,1,6,180,0,738.0,44.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
2436,60,7875,7,5,2003,2003,783.0,1509,3,1,8,0,0,393.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
1607,20,6600,5,6,1982,2005,845.0,845,3,1,6,0,0,264.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
2337,60,13682,10,5,2006,2006,1410.0,2945,3,1,10,37,0,641.0,1031.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
1233,80,9150,6,5,1962,1962,1099.0,1431,3,1,6,0,0,296.0,305.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
419,20,7150,5,5,1967,1967,892.0,892,3,1,5,0,0,288.0,60.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
633,20,12285,7,6,1960,1960,1329.0,1329,3,1,5,203,0,441.0,128.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
469,120,3684,7,5,2007,2007,1373.0,1555,2,1,7,0,0,660.0,130.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
1365,50,7006,6,6,1925,1950,768.0,1236,3,1,6,0,0,384.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
1098,60,8390,7,5,1999,1999,831.0,1651,3,1,7,0,0,450.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
711,30,5784,5,8,1938,1996,190.0,886,2,1,4,80,0,273.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1
2808,20,9135,6,5,2003,2003,1682.0,1700,3,1,7,0,0,544.0,120.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1959,50,10496,6,6,1949,1950,1040.0,1846,3,1,7,0,0,315.0,320.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
2170,20,8308,4,6,1963,1963,1088.0,1088,2,1,4,0,0,520.0,20.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
603,20,9450,4,5,1957,1957,1040.0,1362,3,1,6,84,0,768.0,160.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
2113,20,9317,6,5,2006,2006,1314.0,1314,3,1,6,0,0,440.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
1146,20,7153,6,5,1991,1991,1278.0,1294,3,1,6,0,0,496.0,88.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1
